47.641468,-122.140165
47.641488,-122.1401429
47.64149726,-122.1401083
47.64149656,-122.1400739
47.6414851,-122.1400388
47.64145993,-122.1400112
47.64145485,-122.1400086
47.64144965,-122.1400064
47.6414444,-122.1400048
47.64143907,-122.1400036
47.64143407,-122.1400028
47.6414289,-122.1400026
47.64142402,-122.1400028
47.64141864,-122.1400035
47.64141332,-122.1400047
47.64140851,-122.1400061
47.6414033,-122.1400082
47.64139821,-122.1400107
47.64139342,-122.1400137
47.64138857,-122.1400171
47.64138388,-122.1400211
47.64137968,-122.1400249
47.64137577,-122.1400291
47.64137202,-122.1400337
47.64136804,-122.1400391
47.64136483,-122.1400442
47.64136131,-122.1400503
47.64135807,-122.1400567
47.64135511,-122.1400634
47.64135272,-122.1400697
47.64135033,-122.1400769
47.64134838,-122.140084
47.64134665,-122.1400915
47.64134504,-122.1400991
47.64134388,-122.1401069
47.64134304,-122.1401148
47.64135232,-122.1401816
47.64135573,-122.140188
47.64135934,-122.1401939
47.64136306,-122.1401992
47.64136679,-122.1402039
47.64137112,-122.1402088
47.6413756,-122.1402132
47.64138028,-122.1402172
47.64138515,-122.1402207
47.64138994,-122.1402237
47.64139502,-122.1402263
47.64140022,122.1402284
47.64140551,-122.14023
47.64141088,-122.1402312
47.6414163,-122.1402318
47.64142172,-122.140232
47.64142708,-122.1402316
47.64143221,-122.1402307
47.64143728,-122.1402294
47.64144229,-122.1402276
47.6414472,-122.1402254
47.64145207,-122.1402227
47.64145701,-122.1402194
47.64146181,-122.1402157
47.64146646,-122.1402116
47.64147043,-122.1402074
47.6414747,-122.1402024
47.64147851,-122.1401973
47.64148205,-122.1401922
47.64148563,-122.1401863
47.64148879,-122.1401806
47.64149189,-122.1401741
47.64149458,-122.1401676
47.64149702,-122.1401609
47.64149915,-122.1401539
47.6415037,-122.1401177
47.64149729,-122.1400802
47.64148328,-122.1400571
47.64146572,-122.1400399
47.6414607,-122.1400369
47.64145631,-122.1400348
47.64145148,-122.1400327
47.64144681,-122.140031
47.64144146,-122.1400297
47.6414363,-122.1400289
47.64143087,-122.1400286
47.64142547,-122.1400288
47.64142008,-122.1400294
47.64141474,-122.1400306
47.64140943,-122.1400323
47.64140473,-122.1400343
47.64139963,-122.140037
47.64139463,-122.1400401
47.64138979,-122.1400437
47.64138509,-122.1400477
47.64138068,-122.1400521
47.64137639,-122.1400569
47.64137232,-122.1400621
47.6413685,-122.1400677
47.64136507,-122.1400734
47.64136192,-122.140079
47.64135928,-122.1400843
47.64135636,-122.140091
47.64135371,-122.1400981
47.64135139,-122.1401053
47.64134947,-122.1401124
47.64134776,-122.1401201
47.64134644,-122.1401275
47.6413454,-122.1401353
47.6413447,-122.1401432
47.64134436,-122.1401508
47.64134432,-122.1401588
47.64134462,-122.1401668
47.64134525,-122.1401747
47.64134623,-122.1401826
47.6413475,-122.1401899
47.64134912,-122.1401975
47.64135078,-122.1402043
47.64135298,-122.1402117
47.64135547,-122.1402187
47.64135826,-122.1402256
47.64136133,-122.1402321
47.64136467,-122.1402383
47.64136828,-122.1402443
47.64137199,-122.1402496
47.64137606,-122.1402548
47.64138033,-122.1402596
47.6413848,-122.1402639
47.6413895,-122.140268
47.64139436,-122.1402715
47.64139934,-122.1402746
47.64140441,-122.1402772
47.64140957,-122.1402793
47.64141489,-122.140281
47.64142019,-122.1402822
47.64142553,-122.1402828
47.64143058,-122.1402832
47.64143598,-122.1402829
47.64144138,-122.1402822
47.64144669,-122.140281
47.64144835,-122.1402807
47.64145337,-122.1402789
47.64145855,-122.1402766
47.64146363,-122.1402739
47.64146812,-122.1402709
47.64147296,-122.1402673
47.64147762,-122.1402632
47.64148147,-122.1402592
47.64148574,-122.1402543
47.6414898,-122.140249
47.6414936,-122.1402434
47.64149699,-122.1402377
47.64150034,-122.1402313
47.64150324,-122.140225
47.64150599,-122.1402181
47.64150834,-122.1402113
47.6415105,-122.1402039
47.64151236,-122.1401964
47.64151387,-122.1401887
47.641515,-122.1401813
47.64151582,-122.1401737
47.64151627,-122.1401665
47.64151657,-122.1401595
47.64151652,-122.1401515
47.64151629,-122.1401446
47.64151581,-122.1401373
47.6415149,-122.1401295
47.64151366,-122.1401217
47.64151213,-122.1401145
47.64151027,-122.1401072
47.64150805,-122.1400998
47.64150552,-122.1400927
47.64150268,-122.1400863
47.64149951,-122.1400798
47.64149608,-122.1400736
47.6414924,-122.1400678
47.64148863,-122.1400625
47.64148468,-122.1400577
47.64148051,-122.1400531
47.64147597,-122.1400488
47.64147148,-122.1400451
47.64146662,-122.1400417
47.6414616,-122.1400387
